motif_id	sample_id	max_AF_region_count	max_FPS_region_count
HIC1_HIC1_HUMAN.H11MO.0.C	2GAMBDQ_norm	20	0
HIC1_HIC1_HUMAN.H11MO.0.C	ANAB5F7_basal	6	17
HIC1_HIC1_HUMAN.H11MO.0.C	PU24GB8_lumB	6	2
HIC1_HIC1_HUMAN.H11MO.0.C	S6R691V_her2	5	7
HIF1A_HIF1A_HUMAN.H11MO.0.C	PU24GB8_lumB	0	4
HIF1A_HIF1A_HUMAN.H11MO.0.C	ANAB5F7_basal	0	9
HIF1A_HIF1A_HUMAN.H11MO.0.C	98JKPD8_lumA	2	3
HIF1A_HIF1A_HUMAN.H11MO.0.C	2GAMBDQ_norm	14	0
HIF1A_HIF1A_HUMAN.H11MO.0.C	S6R691V_her2	4	4
HIF1A_M08049_2.00	ANAB5F7_basal	3	8
HIF1A_M08049_2.00	2GAMBDQ_norm	22	1
HIF1A_M08049_2.00	S6R691V_her2	2	6
HIF1A_M08049_2.00	PU24GB8_lumB	2	4
HIF1A_M08049_2.00	98JKPD8_lumA	3	13
HIF1A_MA1106.1	98JKPD8_lumA	2	12
HIF1A_MA1106.1	PU24GB8_lumB	2	4
HIF1A_MA1106.1	S6R691V_her2	3	5
HIF1A_MA1106.1	ANAB5F7_basal	3	8
HIF1A_MA1106.1	2GAMBDQ_norm	20	1
HINFP_HINFP_HUMAN.H11MO.0.C	98JKPD8_lumA	6	12
HINFP_HINFP_HUMAN.H11MO.0.C	S6R691V_her2	5	2
HINFP_HINFP_HUMAN.H11MO.0.C	PU24GB8_lumB	5	1
HINFP_HINFP_HUMAN.H11MO.0.C	ANAB5F7_basal	3	18
HINFP_HINFP_HUMAN.H11MO.0.C	2GAMBDQ_norm	14	0
HKR1_M07662_2.00	ANAB5F7_basal	84	172
HKR1_M07662_2.00	2GAMBDQ_norm	206	7
HKR1_M07662_2.00	98JKPD8_lumA	108	243
HKR1_M07662_2.00	PU24GB8_lumB	63	42
HKR1_M07662_2.00	S6R691V_her2	76	73
HLF_HLF_HUMAN.H11MO.0.C	S6R691V_her2	2	7
HLF_HLF_HUMAN.H11MO.0.C	PU24GB8_lumB	3	3
HLF_HLF_HUMAN.H11MO.0.C	2GAMBDQ_norm	12	0
HLF_HLF_HUMAN.H11MO.0.C	98JKPD8_lumA	11	7
HLF_HLF_HUMAN.H11MO.0.C	ANAB5F7_basal	2	13
HLF_MA0043.3	ANAB5F7_basal	6	24
HLF_MA0043.3	PU24GB8_lumB	8	2
HLF_MA0043.3	98JKPD8_lumA	9	17
HLF_MA0043.3	S6R691V_her2	6	9
HLF_MA0043.3	2GAMBDQ_norm	23	0
HNF1A_HNF1A_HUMAN.H11MO.0.C	PU24GB8_lumB	10	6
HNF1A_HNF1A_HUMAN.H11MO.0.C	S6R691V_her2	13	15
HNF1A_HNF1A_HUMAN.H11MO.0.C	98JKPD8_lumA	14	20
HNF1A_HNF1A_HUMAN.H11MO.0.C	2GAMBDQ_norm	34	1
HNF1A_HNF1A_HUMAN.H11MO.0.C	ANAB5F7_basal	8	37
HNF1B_HNF1B_HUMAN.H11MO.0.A	2GAMBDQ_norm	28	1
HNF1B_HNF1B_HUMAN.H11MO.0.A	98JKPD8_lumA	12	20
HNF1B_HNF1B_HUMAN.H11MO.0.A	ANAB5F7_basal	6	11
HNF1B_HNF1B_HUMAN.H11MO.0.A	PU24GB8_lumB	11	24
HNF1B_HNF1B_HUMAN.H11MO.0.A	S6R691V_her2	11	12
HNF4A_HNF4A_HUMAN.H11MO.0.A	2GAMBDQ_norm	35	1
HNF4A_HNF4A_HUMAN.H11MO.0.A	98JKPD8_lumA	19	18
HNF4A_HNF4A_HUMAN.H11MO.0.A	ANAB5F7_basal	12	50
HNF4A_HNF4A_HUMAN.H11MO.0.A	PU24GB8_lumB	11	6
HNF4A_HNF4A_HUMAN.H11MO.0.A	S6R691V_her2	7	9
HNF4A_M08219_2.00	ANAB5F7_basal	19	73
HNF4A_M08219_2.00	PU24GB8_lumB	13	6
HNF4A_M08219_2.00	S6R691V_her2	13	10
HNF4A_M08219_2.00	2GAMBDQ_norm	49	1
HNF4A_M08219_2.00	98JKPD8_lumA	21	25
HNF4A_M08220_2.00	2GAMBDQ_norm	19	4
HNF4A_M08220_2.00	ANAB5F7_basal	4	13
HNF4A_M08220_2.00	PU24GB8_lumB	6	6
HNF4A_M08220_2.00	S6R691V_her2	8	12
HNF4A_M08220_2.00	98JKPD8_lumA	13	15
HNF4A_MA0114.4	S6R691V_her2	10	9
HNF4A_MA0114.4	PU24GB8_lumB	9	5
HNF4A_MA0114.4	ANAB5F7_basal	6	22
HNF4A_MA0114.4	98JKPD8_lumA	15	28
HNF4A_MA0114.4	2GAMBDQ_norm	27	3
HNF4G_HNF4G_HUMAN.H11MO.0.B	PU24GB8_lumB	11	6
HNF4G_HNF4G_HUMAN.H11MO.0.B	ANAB5F7_basal	15	63
HNF4G_HNF4G_HUMAN.H11MO.0.B	98JKPD8_lumA	19	17
HNF4G_HNF4G_HUMAN.H11MO.0.B	2GAMBDQ_norm	43	1
HNF4G_HNF4G_HUMAN.H11MO.0.B	S6R691V_her2	9	10
HNF4G_M08155_2.00	S6R691V_her2	15	16
HNF4G_M08155_2.00	98JKPD8_lumA	25	28
HNF4G_M08155_2.00	ANAB5F7_basal	15	69
HNF4G_M08155_2.00	2GAMBDQ_norm	53	1
HNF4G_M08155_2.00	PU24GB8_lumB	15	9
HNF4G_MA0484.2	2GAMBDQ_norm	29	3
HNF4G_MA0484.2	98JKPD8_lumA	16	31
HNF4G_MA0484.2	PU24GB8_lumB	10	5
HNF4G_MA0484.2	S6R691V_her2	9	9
HNF4G_MA0484.2	ANAB5F7_basal	5	21
HNF6_HNF6_HUMAN.H11MO.0.B	S6R691V_her2	4	6
HNF6_HNF6_HUMAN.H11MO.0.B	PU24GB8_lumB	2	0
HNF6_HNF6_HUMAN.H11MO.0.B	ANAB5F7_basal	3	5
HNF6_HNF6_HUMAN.H11MO.0.B	98JKPD8_lumA	6	11
HNF6_HNF6_HUMAN.H11MO.0.B	2GAMBDQ_norm	7	0
HOXB13_MA0901.2	PU24GB8_lumB	17	12
HOXB13_MA0901.2	ANAB5F7_basal	19	48
HOXB13_MA0901.2	98JKPD8_lumA	29	29
HOXB13_MA0901.2	2GAMBDQ_norm	38	9
HOXB13_MA0901.2	S6R691V_her2	14	19
HSF1_HSF1_HUMAN.H11MO.0.A	S6R691V_her2	6	19
HSF1_HSF1_HUMAN.H11MO.0.A	PU24GB8_lumB	13	5
HSF1_HSF1_HUMAN.H11MO.0.A	ANAB5F7_basal	17	39
HSF1_HSF1_HUMAN.H11MO.0.A	2GAMBDQ_norm	30	2
HSF1_HSF1_HUMAN.H11MO.0.A	98JKPD8_lumA	13	14
HSF1_M07977_2.00	PU24GB8_lumB	14	4
HSF1_M07977_2.00	ANAB5F7_basal	12	37
HSF1_M07977_2.00	98JKPD8_lumA	17	28
HSF1_M07977_2.00	2GAMBDQ_norm	34	2
HSF1_M07977_2.00	S6R691V_her2	11	17
HSF2_HSF2_HUMAN.H11MO.0.A	PU24GB8_lumB	6	2
HSF2_HSF2_HUMAN.H11MO.0.A	ANAB5F7_basal	2	10
HSF2_HSF2_HUMAN.H11MO.0.A	98JKPD8_lumA	7	5
HSF2_HSF2_HUMAN.H11MO.0.A	S6R691V_her2	8	14
HSF2_HSF2_HUMAN.H11MO.0.A	2GAMBDQ_norm	13	5
HTF4_HTF4_HUMAN.H11MO.0.A	PU24GB8_lumB	15	5
HTF4_HTF4_HUMAN.H11MO.0.A	ANAB5F7_basal	14	57
HTF4_HTF4_HUMAN.H11MO.0.A	98JKPD8_lumA	36	63
HTF4_HTF4_HUMAN.H11MO.0.A	2GAMBDQ_norm	64	5
HTF4_HTF4_HUMAN.H11MO.0.A	S6R691V_her2	19	18
HXA10_HXA10_HUMAN.H11MO.0.C	2GAMBDQ_norm	19	3
HXA10_HXA10_HUMAN.H11MO.0.C	98JKPD8_lumA	11	20
HXA10_HXA10_HUMAN.H11MO.0.C	ANAB5F7_basal	9	11
HXA10_HXA10_HUMAN.H11MO.0.C	PU24GB8_lumB	5	5
HXA10_HXA10_HUMAN.H11MO.0.C	S6R691V_her2	6	11
HXA13_HXA13_HUMAN.H11MO.0.C	PU24GB8_lumB	5	2
HXA13_HXA13_HUMAN.H11MO.0.C	S6R691V_her2	2	6
HXA13_HXA13_HUMAN.H11MO.0.C	ANAB5F7_basal	6	7
HXA13_HXA13_HUMAN.H11MO.0.C	98JKPD8_lumA	6	20
HXA13_HXA13_HUMAN.H11MO.0.C	2GAMBDQ_norm	17	1
HXA1_HXA1_HUMAN.H11MO.0.C	98JKPD8_lumA	7	13
HXA1_HXA1_HUMAN.H11MO.0.C	S6R691V_her2	3	7
HXA1_HXA1_HUMAN.H11MO.0.C	PU24GB8_lumB	4	1
HXA1_HXA1_HUMAN.H11MO.0.C	ANAB5F7_basal	3	14
HXA1_HXA1_HUMAN.H11MO.0.C	2GAMBDQ_norm	18	0
HXA9_HXA9_HUMAN.H11MO.0.B	PU24GB8_lumB	9	1
HXA9_HXA9_HUMAN.H11MO.0.B	S6R691V_her2	2	11
HXA9_HXA9_HUMAN.H11MO.0.B	98JKPD8_lumA	9	15
HXA9_HXA9_HUMAN.H11MO.0.B	2GAMBDQ_norm	15	3
HXA9_HXA9_HUMAN.H11MO.0.B	ANAB5F7_basal	5	10
HXB13_HXB13_HUMAN.H11MO.0.A	S6R691V_her2	3	5
HXB13_HXB13_HUMAN.H11MO.0.A	PU24GB8_lumB	6	7
HXB13_HXB13_HUMAN.H11MO.0.A	ANAB5F7_basal	8	16
HXB13_HXB13_HUMAN.H11MO.0.A	98JKPD8_lumA	11	10
HXB13_HXB13_HUMAN.H11MO.0.A	2GAMBDQ_norm	14	4
HXB4_HXB4_HUMAN.H11MO.0.B	ANAB5F7_basal	1	12
HXB4_HXB4_HUMAN.H11MO.0.B	PU24GB8_lumB	1	2
HXB4_HXB4_HUMAN.H11MO.0.B	S6R691V_her2	3	2
HXB4_HXB4_HUMAN.H11MO.0.B	98JKPD8_lumA	5	3
HXB4_HXB4_HUMAN.H11MO.0.B	2GAMBDQ_norm	9	0
HXB7_HXB7_HUMAN.H11MO.0.C	2GAMBDQ_norm	14	1
HXB7_HXB7_HUMAN.H11MO.0.C	98JKPD8_lumA	9	11
HXB7_HXB7_HUMAN.H11MO.0.C	ANAB5F7_basal	4	8
HXB7_HXB7_HUMAN.H11MO.0.C	PU24GB8_lumB	2	3
HXB7_HXB7_HUMAN.H11MO.0.C	S6R691V_her2	1	7
HXB8_HXB8_HUMAN.H11MO.0.C	PU24GB8_lumB	2	1
HXB8_HXB8_HUMAN.H11MO.0.C	S6R691V_her2	3	6
HXB8_HXB8_HUMAN.H11MO.0.C	2GAMBDQ_norm	8	1
HXB8_HXB8_HUMAN.H11MO.0.C	ANAB5F7_basal	4	8
HXB8_HXB8_HUMAN.H11MO.0.C	98JKPD8_lumA	9	10
HXC9_HXC9_HUMAN.H11MO.0.C	S6R691V_her2	5	6
HXC9_HXC9_HUMAN.H11MO.0.C	2GAMBDQ_norm	12	2
HXC9_HXC9_HUMAN.H11MO.0.C	PU24GB8_lumB	6	2
HXC9_HXC9_HUMAN.H11MO.0.C	98JKPD8_lumA	11	13
HXC9_HXC9_HUMAN.H11MO.0.C	ANAB5F7_basal	6	17
IKZF1_IKZF1_HUMAN.H11MO.0.C	98JKPD8_lumA	16	48
IKZF1_IKZF1_HUMAN.H11MO.0.C	2GAMBDQ_norm	41	0
IKZF1_IKZF1_HUMAN.H11MO.0.C	ANAB5F7_basal	20	43
IKZF1_IKZF1_HUMAN.H11MO.0.C	PU24GB8_lumB	15	6
IKZF1_IKZF1_HUMAN.H11MO.0.C	S6R691V_her2	19	14
IKZF1_MA1508.1	2GAMBDQ_norm	49	6
IKZF1_MA1508.1	98JKPD8_lumA	31	46
IKZF1_MA1508.1	ANAB5F7_basal	19	54
IKZF1_MA1508.1	PU24GB8_lumB	21	8
IKZF1_MA1508.1	S6R691V_her2	18	24
IKZF3_M08320_2.00	S6R691V_her2	12	9
IKZF3_M08320_2.00	PU24GB8_lumB	9	1
IKZF3_M08320_2.00	ANAB5F7_basal	15	41
IKZF3_M08320_2.00	98JKPD8_lumA	14	27
IKZF3_M08320_2.00	2GAMBDQ_norm	31	3
INSM1_INSM1_HUMAN.H11MO.0.C	98JKPD8_lumA	25	44
INSM1_INSM1_HUMAN.H11MO.0.C	S6R691V_her2	13	24
INSM1_INSM1_HUMAN.H11MO.0.C	PU24GB8_lumB	17	5
INSM1_INSM1_HUMAN.H11MO.0.C	ANAB5F7_basal	18	32
INSM1_INSM1_HUMAN.H11MO.0.C	2GAMBDQ_norm	51	19
IRF1_IRF1_HUMAN.H11MO.0.A	2GAMBDQ_norm	212	22
IRF1_IRF1_HUMAN.H11MO.0.A	98JKPD8_lumA	114	183
IRF1_IRF1_HUMAN.H11MO.0.A	ANAB5F7_basal	69	240
IRF1_IRF1_HUMAN.H11MO.0.A	PU24GB8_lumB	91	36
IRF1_IRF1_HUMAN.H11MO.0.A	S6R691V_her2	63	68
IRF1_M08142_2.00	PU24GB8_lumB	81	32
IRF1_M08142_2.00	ANAB5F7_basal	79	224
IRF1_M08142_2.00	98JKPD8_lumA	106	177
IRF1_M08142_2.00	S6R691V_her2	59	67
IRF1_M08142_2.00	2GAMBDQ_norm	198	23
IRF2_IRF2_HUMAN.H11MO.0.A	2GAMBDQ_norm	151	16
IRF2_IRF2_HUMAN.H11MO.0.A	S6R691V_her2	54	51
IRF2_IRF2_HUMAN.H11MO.0.A	PU24GB8_lumB	61	29
IRF2_IRF2_HUMAN.H11MO.0.A	ANAB5F7_basal	60	193
IRF2_IRF2_HUMAN.H11MO.0.A	98JKPD8_lumA	87	124
IRF3_IRF3_HUMAN.H11MO.0.B	PU24GB8_lumB	96	46
IRF3_IRF3_HUMAN.H11MO.0.B	ANAB5F7_basal	69	294
IRF3_IRF3_HUMAN.H11MO.0.B	98JKPD8_lumA	155	224
IRF3_IRF3_HUMAN.H11MO.0.B	2GAMBDQ_norm	262	19
IRF3_IRF3_HUMAN.H11MO.0.B	S6R691V_her2	83	82
IRF4_IRF4_HUMAN.H11MO.0.A	2GAMBDQ_norm	110	5
IRF4_IRF4_HUMAN.H11MO.0.A	98JKPD8_lumA	60	84
IRF4_IRF4_HUMAN.H11MO.0.A	S6R691V_her2	31	31
IRF4_IRF4_HUMAN.H11MO.0.A	ANAB5F7_basal	31	128
IRF4_IRF4_HUMAN.H11MO.0.A	PU24GB8_lumB	34	18
IRF4_M07978_2.00	S6R691V_her2	24	22
IRF4_M07978_2.00	PU24GB8_lumB	11	11
IRF4_M07978_2.00	ANAB5F7_basal	15	52
IRF4_M07978_2.00	98JKPD8_lumA	40	51
IRF4_M07978_2.00	2GAMBDQ_norm	54	8
IRF7_IRF7_HUMAN.H11MO.0.C	98JKPD8_lumA	14	24
IRF7_IRF7_HUMAN.H11MO.0.C	S6R691V_her2	8	12
IRF7_IRF7_HUMAN.H11MO.0.C	PU24GB8_lumB	11	6
IRF7_IRF7_HUMAN.H11MO.0.C	ANAB5F7_basal	7	24
IRF7_IRF7_HUMAN.H11MO.0.C	2GAMBDQ_norm	30	4
IRF8_IRF8_HUMAN.H11MO.0.B	PU24GB8_lumB	46	24
IRF8_IRF8_HUMAN.H11MO.0.B	S6R691V_her2	38	44
IRF8_IRF8_HUMAN.H11MO.0.B	98JKPD8_lumA	74	113
IRF8_IRF8_HUMAN.H11MO.0.B	2GAMBDQ_norm	142	9
IRF8_IRF8_HUMAN.H11MO.0.B	ANAB5F7_basal	43	153
IRF9_IRF9_HUMAN.H11MO.0.C	2GAMBDQ_norm	21	1
IRF9_IRF9_HUMAN.H11MO.0.C	98JKPD8_lumA	18	16
IRF9_IRF9_HUMAN.H11MO.0.C	ANAB5F7_basal	9	32
IRF9_IRF9_HUMAN.H11MO.0.C	PU24GB8_lumB	14	1
IRF9_IRF9_HUMAN.H11MO.0.C	S6R691V_her2	6	18
ISL1_ISL1_HUMAN.H11MO.0.A	S6R691V_her2	6	9
ISL1_ISL1_HUMAN.H11MO.0.A	98JKPD8_lumA	6	5
ISL1_ISL1_HUMAN.H11MO.0.A	ANAB5F7_basal	5	13
ISL1_ISL1_HUMAN.H11MO.0.A	2GAMBDQ_norm	8	0
ISL1_ISL1_HUMAN.H11MO.0.A	PU24GB8_lumB	4	2
ITF2_ITF2_HUMAN.H11MO.0.C	2GAMBDQ_norm	67	3
ITF2_ITF2_HUMAN.H11MO.0.C	98JKPD8_lumA	34	66
ITF2_ITF2_HUMAN.H11MO.0.C	ANAB5F7_basal	17	58
ITF2_ITF2_HUMAN.H11MO.0.C	PU24GB8_lumB	13	5
ITF2_ITF2_HUMAN.H11MO.0.C	S6R691V_her2	17	16
JUNB_JUNB_HUMAN.H11MO.0.A	98JKPD8_lumA	11	25
JUNB_JUNB_HUMAN.H11MO.0.A	2GAMBDQ_norm	31	0
JUNB_JUNB_HUMAN.H11MO.0.A	S6R691V_her2	4	11
JUNB_JUNB_HUMAN.H11MO.0.A	PU24GB8_lumB	7	1
JUNB_JUNB_HUMAN.H11MO.0.A	ANAB5F7_basal	16	32
JUNB_M07829_2.00	PU24GB8_lumB	9	0
JUNB_M07829_2.00	98JKPD8_lumA	16	27
JUNB_M07829_2.00	ANAB5F7_basal	9	46
JUNB_M07829_2.00	2GAMBDQ_norm	42	0
JUNB_M07829_2.00	S6R691V_her2	10	13
JUNB_M08070_2.00	2GAMBDQ_norm	23	13
JUNB_M08070_2.00	98JKPD8_lumA	8	15
JUNB_M08070_2.00	ANAB5F7_basal	11	10
JUNB_M08070_2.00	PU24GB8_lumB	7	6
JUNB_M08070_2.00	S6R691V_her2	8	13
JUNB_MA0490.2	ANAB5F7_basal	13	17
JUNB_MA0490.2	PU24GB8_lumB	10	8
JUNB_MA0490.2	S6R691V_her2	8	17
JUNB_MA0490.2	2GAMBDQ_norm	30	16
JUNB_MA0490.2	98JKPD8_lumA	11	14
JUND_JUND_HUMAN.H11MO.0.A	2GAMBDQ_norm	31	0
JUND_JUND_HUMAN.H11MO.0.A	ANAB5F7_basal	11	35
JUND_JUND_HUMAN.H11MO.0.A	S6R691V_her2	4	12
JUND_JUND_HUMAN.H11MO.0.A	98JKPD8_lumA	13	21
JUND_JUND_HUMAN.H11MO.0.A	PU24GB8_lumB	10	1
JUND_M07814_2.00	PU24GB8_lumB	6	5
JUND_M07814_2.00	98JKPD8_lumA	22	16
JUND_M07814_2.00	ANAB5F7_basal	7	41
JUND_M07814_2.00	S6R691V_her2	12	17
JUND_M07814_2.00	2GAMBDQ_norm	33	1
JUND_M07815_2.00	2GAMBDQ_norm	17	1
JUND_M07815_2.00	98JKPD8_lumA	10	14
JUND_M07815_2.00	ANAB5F7_basal	6	19
JUND_M07815_2.00	PU24GB8_lumB	8	1
JUND_M07815_2.00	S6R691V_her2	4	10
JUND_M07816_2.00	S6R691V_her2	8	17
JUND_M07816_2.00	PU24GB8_lumB	9	1
JUND_M07816_2.00	ANAB5F7_basal	10	39
JUND_M07816_2.00	2GAMBDQ_norm	37	1
JUND_M07816_2.00	98JKPD8_lumA	15	21
JUND_M07817_2.00	S6R691V_her2	7	16
JUND_M07817_2.00	PU24GB8_lumB	6	3
JUND_M07817_2.00	98JKPD8_lumA	18	17
JUND_M07817_2.00	ANAB5F7_basal	10	36
JUND_M07817_2.00	2GAMBDQ_norm	32	1
JUND_M07818_2.00	2GAMBDQ_norm	16	2
JUND_M07818_2.00	ANAB5F7_basal	9	22
JUND_M07818_2.00	98JKPD8_lumA	14	20
JUND_M07818_2.00	S6R691V_her2	8	9
JUND_M07818_2.00	PU24GB8_lumB	10	4
JUND_M07819_2.00	2GAMBDQ_norm	17	1
JUND_M07819_2.00	98JKPD8_lumA	11	15
JUND_M07819_2.00	ANAB5F7_basal	6	21
JUND_M07819_2.00	PU24GB8_lumB	5	4
JUND_M07819_2.00	S6R691V_her2	7	5
JUND_M07820_2.00	S6R691V_her2	9	20
JUND_M07820_2.00	2GAMBDQ_norm	47	3
JUND_M07820_2.00	ANAB5F7_basal	14	42
JUND_M07820_2.00	PU24GB8_lumB	11	3
JUND_M07820_2.00	98JKPD8_lumA	19	32
JUND_M08067_2.00	2GAMBDQ_norm	20	6
JUND_M08067_2.00	98JKPD8_lumA	9	19
JUND_M08067_2.00	ANAB5F7_basal	12	9
JUND_M08067_2.00	PU24GB8_lumB	7	9
JUND_M08067_2.00	S6R691V_her2	6	11
JUND_M08068_2.00	S6R691V_her2	8	9
JUND_M08068_2.00	PU24GB8_lumB	5	3
JUND_M08068_2.00	98JKPD8_lumA	18	17
JUND_M08068_2.00	2GAMBDQ_norm	20	1
JUND_M08068_2.00	ANAB5F7_basal	10	31
JUND_MA0491.2	S6R691V_her2	8	17
JUND_MA0491.2	PU24GB8_lumB	10	7
JUND_MA0491.2	ANAB5F7_basal	12	16
JUND_MA0491.2	98JKPD8_lumA	10	15
JUND_MA0491.2	2GAMBDQ_norm	30	15
JUND_MA0492.1	ANAB5F7_basal	9	28
JUND_MA0492.1	S6R691V_her2	8	6
JUND_MA0492.1	PU24GB8_lumB	6	3
JUND_MA0492.1	98JKPD8_lumA	14	18
JUND_MA0492.1	2GAMBDQ_norm	18	0
JUN_JUN_HUMAN.H11MO.0.A	98JKPD8_lumA	11	19
JUN_JUN_HUMAN.H11MO.0.A	2GAMBDQ_norm	29	1
JUN_JUN_HUMAN.H11MO.0.A	S6R691V_her2	6	13
JUN_JUN_HUMAN.H11MO.0.A	PU24GB8_lumB	8	1
JUN_JUN_HUMAN.H11MO.0.A	ANAB5F7_basal	12	32
JUN_M07834_2.00	S6R691V_her2	17	12
JUN_M07834_2.00	2GAMBDQ_norm	44	2
JUN_M07834_2.00	PU24GB8_lumB	8	8
JUN_M07834_2.00	ANAB5F7_basal	26	51
JUN_M07834_2.00	98JKPD8_lumA	23	45
JUN_M07835_2.00	S6R691V_her2	4	10
JUN_M07835_2.00	ANAB5F7_basal	12	25
JUN_M07835_2.00	2GAMBDQ_norm	22	1
JUN_M07835_2.00	98JKPD8_lumA	8	16
JUN_M07835_2.00	PU24GB8_lumB	8	2
JUN_M07836_2.00	PU24GB8_lumB	8	3
JUN_M07836_2.00	S6R691V_her2	5	7
JUN_M07836_2.00	2GAMBDQ_norm	23	1
JUN_M07836_2.00	98JKPD8_lumA	16	16
JUN_M07836_2.00	ANAB5F7_basal	10	35
JUN_M07837_2.00	2GAMBDQ_norm	35	2
JUN_M07837_2.00	PU24GB8_lumB	7	4
JUN_M07837_2.00	S6R691V_her2	7	17
JUN_M07837_2.00	98JKPD8_lumA	18	22
JUN_M07837_2.00	ANAB5F7_basal	11	33
JUN_M07838_2.00	S6R691V_her2	5	12
JUN_M07838_2.00	PU24GB8_lumB	7	2
JUN_M07838_2.00	98JKPD8_lumA	12	15
JUN_M07838_2.00	2GAMBDQ_norm	25	1
JUN_M07838_2.00	ANAB5F7_basal	10	29
JUN_M08072_2.00	2GAMBDQ_norm	22	1
JUN_M08072_2.00	98JKPD8_lumA	17	20
JUN_M08072_2.00	ANAB5F7_basal	8	25
JUN_M08072_2.00	PU24GB8_lumB	6	6
JUN_M08072_2.00	S6R691V_her2	11	12
JUN_M08073_2.00	ANAB5F7_basal	9	28
JUN_M08073_2.00	PU24GB8_lumB	8	4
JUN_M08073_2.00	S6R691V_her2	9	16
JUN_M08073_2.00	2GAMBDQ_norm	31	1
JUN_M08073_2.00	98JKPD8_lumA	15	23
JUN_MA0488.1	S6R691V_her2	11	12
JUN_MA0488.1	PU24GB8_lumB	6	6
JUN_MA0488.1	2GAMBDQ_norm	21	1
JUN_MA0488.1	98JKPD8_lumA	17	19
JUN_MA0488.1	ANAB5F7_basal	8	25
KAISO_KAISO_HUMAN.H11MO.0.A	S6R691V_her2	6	28
KAISO_KAISO_HUMAN.H11MO.0.A	ANAB5F7_basal	0	0
KAISO_KAISO_HUMAN.H11MO.0.A	98JKPD8_lumA	4	0
KAISO_KAISO_HUMAN.H11MO.0.A	2GAMBDQ_norm	14	0
KAISO_KAISO_HUMAN.H11MO.0.A	PU24GB8_lumB	4	0
KLF10_M08246_2.00	S6R691V_her2	30	28
KLF10_M08246_2.00	2GAMBDQ_norm	67	1
KLF10_M08246_2.00	ANAB5F7_basal	26	57
KLF10_M08246_2.00	PU24GB8_lumB	19	9
KLF10_M08246_2.00	98JKPD8_lumA	45	92
KLF10_M08317_2.00	2GAMBDQ_norm	129	3
KLF10_M08317_2.00	98JKPD8_lumA	84	122
KLF10_M08317_2.00	ANAB5F7_basal	55	192
KLF10_M08317_2.00	PU24GB8_lumB	53	19
KLF10_M08317_2.00	S6R691V_her2	56	41
KLF10_MA1511.2	2GAMBDQ_norm	49	2
KLF10_MA1511.2	98JKPD8_lumA	47	69
KLF10_MA1511.2	ANAB5F7_basal	27	68
KLF10_MA1511.2	PU24GB8_lumB	18	8
KLF10_MA1511.2	S6R691V_her2	23	17
KLF12_KLF12_HUMAN.H11MO.0.C	S6R691V_her2	31	19
KLF12_KLF12_HUMAN.H11MO.0.C	ANAB5F7_basal	39	134
KLF12_KLF12_HUMAN.H11MO.0.C	98JKPD8_lumA	50	56
KLF12_KLF12_HUMAN.H11MO.0.C	PU24GB8_lumB	24	8
KLF12_KLF12_HUMAN.H11MO.0.C	2GAMBDQ_norm	74	1
KLF12_M08299_2.00	S6R691V_her2	50	38
KLF12_M08299_2.00	2GAMBDQ_norm	134	0
KLF12_M08299_2.00	PU24GB8_lumB	49	12
KLF12_M08299_2.00	98JKPD8_lumA	90	107
KLF12_M08299_2.00	ANAB5F7_basal	68	234
KLF12_MA0742.2	PU24GB8_lumB	15	9
KLF12_MA0742.2	S6R691V_her2	18	13
KLF12_MA0742.2	ANAB5F7_basal	22	61
KLF12_MA0742.2	98JKPD8_lumA	33	53
KLF12_MA0742.2	2GAMBDQ_norm	49	1
KLF14_M08398_2.00	2GAMBDQ_norm	101	1
KLF14_M08398_2.00	98JKPD8_lumA	64	128
KLF14_M08398_2.00	ANAB5F7_basal	53	118
KLF14_M08398_2.00	PU24GB8_lumB	34	16
KLF14_M08398_2.00	S6R691V_her2	39	28
KLF14_MA0740.2	S6R691V_her2	26	12
KLF14_MA0740.2	PU24GB8_lumB	18	7
KLF14_MA0740.2	ANAB5F7_basal	27	73
KLF14_MA0740.2	98JKPD8_lumA	35	63
KLF14_MA0740.2	2GAMBDQ_norm	51	2
KLF15_KLF15_HUMAN.H11MO.0.A	S6R691V_her2	100	88
KLF15_KLF15_HUMAN.H11MO.0.A	PU24GB8_lumB	101	40
KLF15_KLF15_HUMAN.H11MO.0.A	ANAB5F7_basal	115	300
KLF15_KLF15_HUMAN.H11MO.0.A	98JKPD8_lumA	176	345
KLF15_KLF15_HUMAN.H11MO.0.A	2GAMBDQ_norm	289	8
KLF15_M08323_2.00	2GAMBDQ_norm	173	1
KLF15_M08323_2.00	98JKPD8_lumA	94	218
KLF15_M08323_2.00	ANAB5F7_basal	87	171
KLF15_M08323_2.00	S6R691V_her2	63	63
KLF15_M08323_2.00	PU24GB8_lumB	58	22
KLF15_MA1513.1	2GAMBDQ_norm	58	0
KLF15_MA1513.1	ANAB5F7_basal	37	50
KLF15_MA1513.1	PU24GB8_lumB	15	18
KLF15_MA1513.1	98JKPD8_lumA	39	89
KLF15_MA1513.1	S6R691V_her2	18	10
KLF1_KLF1_HUMAN.H11MO.0.A	ANAB5F7_basal	53	214
KLF1_KLF1_HUMAN.H11MO.0.A	98JKPD8_lumA	84	99
KLF1_KLF1_HUMAN.H11MO.0.A	2GAMBDQ_norm	131	0
