motif_id	sample_id	max_AF_region_count	max_FPS_region_count
SPIB_MA0081.2	ANAB5F7_basal	22	98
SPIB_MA0081.2	2GAMBDQ_norm	106	6
SPIB_MA0081.2	98JKPD8_lumA	50	71
SPIB_MA0081.2	PU24GB8_lumB	29	17
SPIB_MA0081.2	S6R691V_her2	24	39
SPIB_SPIB_HUMAN.H11MO.0.A	2GAMBDQ_norm	99	10
SPIB_SPIB_HUMAN.H11MO.0.A	98JKPD8_lumA	52	76
SPIB_SPIB_HUMAN.H11MO.0.A	ANAB5F7_basal	31	99
SPIB_SPIB_HUMAN.H11MO.0.A	PU24GB8_lumB	31	20
SPIB_SPIB_HUMAN.H11MO.0.A	S6R691V_her2	28	36
SRBP1_SRBP1_HUMAN.H11MO.0.A	S6R691V_her2	10	9
SRBP1_SRBP1_HUMAN.H11MO.0.A	PU24GB8_lumB	13	9
SRBP1_SRBP1_HUMAN.H11MO.0.A	2GAMBDQ_norm	31	11
SRBP1_SRBP1_HUMAN.H11MO.0.A	98JKPD8_lumA	17	20
SRBP1_SRBP1_HUMAN.H11MO.0.A	ANAB5F7_basal	14	36
SRBP2_SRBP2_HUMAN.H11MO.0.B	98JKPD8_lumA	48	94
SRBP2_SRBP2_HUMAN.H11MO.0.B	2GAMBDQ_norm	76	8
SRBP2_SRBP2_HUMAN.H11MO.0.B	ANAB5F7_basal	30	68
SRBP2_SRBP2_HUMAN.H11MO.0.B	PU24GB8_lumB	28	15
SRBP2_SRBP2_HUMAN.H11MO.0.B	S6R691V_her2	27	24
SREBF1_M08048_2.00	2GAMBDQ_norm	31	3
SREBF1_M08048_2.00	98JKPD8_lumA	13	29
SREBF1_M08048_2.00	ANAB5F7_basal	13	26
SREBF1_M08048_2.00	PU24GB8_lumB	5	4
SREBF1_M08048_2.00	S6R691V_her2	5	5
SREBF1_MA0595.1	PU24GB8_lumB	4	5
SREBF1_MA0595.1	S6R691V_her2	5	4
SREBF1_MA0595.1	98JKPD8_lumA	12	27
SREBF1_MA0595.1	2GAMBDQ_norm	29	3
SREBF1_MA0595.1	ANAB5F7_basal	14	25
SREBF1_MA0829.2	2GAMBDQ_norm	19	3
SREBF1_MA0829.2	98JKPD8_lumA	20	21
SREBF1_MA0829.2	ANAB5F7_basal	5	18
SREBF1_MA0829.2	PU24GB8_lumB	11	6
SREBF1_MA0829.2	S6R691V_her2	3	10
SREBF2_M08059_2.00	98JKPD8_lumA	12	18
SREBF2_M08059_2.00	S6R691V_her2	7	4
SREBF2_M08059_2.00	PU24GB8_lumB	4	2
SREBF2_M08059_2.00	2GAMBDQ_norm	24	2
SREBF2_M08059_2.00	ANAB5F7_basal	16	37
SREBF2_MA0596.1	PU24GB8_lumB	4	2
SREBF2_MA0596.1	2GAMBDQ_norm	24	2
SREBF2_MA0596.1	ANAB5F7_basal	16	37
SREBF2_MA0596.1	98JKPD8_lumA	12	18
SREBF2_MA0596.1	S6R691V_her2	7	4
SRF_M07981_2.00	2GAMBDQ_norm	32	7
SRF_M07981_2.00	98JKPD8_lumA	8	27
SRF_M07981_2.00	ANAB5F7_basal	10	28
SRF_M07981_2.00	PU24GB8_lumB	12	3
SRF_M07981_2.00	S6R691V_her2	11	8
SRF_M07982_2.00	S6R691V_her2	6	5
SRF_M07982_2.00	PU24GB8_lumB	4	3
SRF_M07982_2.00	98JKPD8_lumA	3	14
SRF_M07982_2.00	2GAMBDQ_norm	23	0
SRF_M07982_2.00	ANAB5F7_basal	9	23
SRF_M07983_2.00	S6R691V_her2	13	6
SRF_M07983_2.00	2GAMBDQ_norm	27	9
SRF_M07983_2.00	98JKPD8_lumA	6	20
SRF_M07983_2.00	ANAB5F7_basal	9	27
SRF_M07983_2.00	PU24GB8_lumB	10	3
SRF_M07984_2.00	S6R691V_her2	5	2
SRF_M07984_2.00	PU24GB8_lumB	4	4
SRF_M07984_2.00	ANAB5F7_basal	8	20
SRF_M07984_2.00	98JKPD8_lumA	5	21
SRF_M07984_2.00	2GAMBDQ_norm	25	0
SRF_SRF_HUMAN.H11MO.0.A	S6R691V_her2	19	6
SRF_SRF_HUMAN.H11MO.0.A	PU24GB8_lumB	7	1
SRF_SRF_HUMAN.H11MO.0.A	ANAB5F7_basal	8	37
SRF_SRF_HUMAN.H11MO.0.A	98JKPD8_lumA	8	25
SRF_SRF_HUMAN.H11MO.0.A	2GAMBDQ_norm	28	1
SRY_SRY_HUMAN.H11MO.0.B	2GAMBDQ_norm	42	9
SRY_SRY_HUMAN.H11MO.0.B	98JKPD8_lumA	22	40
SRY_SRY_HUMAN.H11MO.0.B	ANAB5F7_basal	14	44
SRY_SRY_HUMAN.H11MO.0.B	PU24GB8_lumB	17	5
SRY_SRY_HUMAN.H11MO.0.B	S6R691V_her2	15	12
STA5A_STA5A_HUMAN.H11MO.0.A	2GAMBDQ_norm	32	2
STA5A_STA5A_HUMAN.H11MO.0.A	98JKPD8_lumA	13	23
STA5A_STA5A_HUMAN.H11MO.0.A	ANAB5F7_basal	6	37
STA5A_STA5A_HUMAN.H11MO.0.A	PU24GB8_lumB	6	1
STA5A_STA5A_HUMAN.H11MO.0.A	S6R691V_her2	11	5
STA5B_STA5B_HUMAN.H11MO.0.A	S6R691V_her2	13	6
STA5B_STA5B_HUMAN.H11MO.0.A	PU24GB8_lumB	8	4
STA5B_STA5B_HUMAN.H11MO.0.A	98JKPD8_lumA	12	27
STA5B_STA5B_HUMAN.H11MO.0.A	ANAB5F7_basal	8	33
STA5B_STA5B_HUMAN.H11MO.0.A	2GAMBDQ_norm	34	5
STAT1STAT2_MA0517.1	S6R691V_her2	17	27
STAT1STAT2_MA0517.1	98JKPD8_lumA	52	65
STAT1STAT2_MA0517.1	ANAB5F7_basal	28	90
STAT1STAT2_MA0517.1	PU24GB8_lumB	31	17
STAT1STAT2_MA0517.1	2GAMBDQ_norm	84	13
STAT1_M08013_2.00	PU24GB8_lumB	15	23
STAT1_M08013_2.00	ANAB5F7_basal	16	49
STAT1_M08013_2.00	98JKPD8_lumA	23	28
STAT1_M08013_2.00	2GAMBDQ_norm	54	15
STAT1_M08013_2.00	S6R691V_her2	15	8
STAT1_M08014_2.00	2GAMBDQ_norm	27	5
STAT1_M08014_2.00	98JKPD8_lumA	15	27
STAT1_M08014_2.00	ANAB5F7_basal	5	26
STAT1_M08014_2.00	PU24GB8_lumB	7	1
STAT1_M08014_2.00	S6R691V_her2	11	6
STAT1_M08171_2.00	98JKPD8_lumA	11	25
STAT1_M08171_2.00	2GAMBDQ_norm	32	4
STAT1_M08171_2.00	ANAB5F7_basal	4	22
STAT1_M08171_2.00	PU24GB8_lumB	7	3
STAT1_M08171_2.00	S6R691V_her2	8	8
STAT1_M08229_2.00	ANAB5F7_basal	3	17
STAT1_M08229_2.00	2GAMBDQ_norm	19	1
STAT1_M08229_2.00	98JKPD8_lumA	5	11
STAT1_M08229_2.00	PU24GB8_lumB	1	2
STAT1_M08229_2.00	S6R691V_her2	7	4
STAT1_M08230_2.00	S6R691V_her2	3	4
STAT1_M08230_2.00	2GAMBDQ_norm	15	1
STAT1_M08230_2.00	98JKPD8_lumA	8	15
STAT1_M08230_2.00	PU24GB8_lumB	9	3
STAT1_M08230_2.00	ANAB5F7_basal	5	17
STAT1_MA0137.3	S6R691V_her2	9	9
STAT1_MA0137.3	PU24GB8_lumB	6	3
STAT1_MA0137.3	ANAB5F7_basal	4	22
STAT1_MA0137.3	98JKPD8_lumA	10	25
STAT1_MA0137.3	2GAMBDQ_norm	34	4
STAT1_STAT1_HUMAN.H11MO.0.A	ANAB5F7_basal	14	51
STAT1_STAT1_HUMAN.H11MO.0.A	PU24GB8_lumB	13	22
STAT1_STAT1_HUMAN.H11MO.0.A	S6R691V_her2	18	5
STAT1_STAT1_HUMAN.H11MO.0.A	2GAMBDQ_norm	62	14
STAT1_STAT1_HUMAN.H11MO.0.A	98JKPD8_lumA	20	35
STAT2_M08019_2.00	2GAMBDQ_norm	82	11
STAT2_M08019_2.00	98JKPD8_lumA	46	60
STAT2_M08019_2.00	ANAB5F7_basal	25	90
STAT2_M08019_2.00	PU24GB8_lumB	27	15
STAT2_M08019_2.00	S6R691V_her2	25	29
STAT2_STAT2_HUMAN.H11MO.0.A	S6R691V_her2	66	62
STAT2_STAT2_HUMAN.H11MO.0.A	PU24GB8_lumB	78	25
STAT2_STAT2_HUMAN.H11MO.0.A	98JKPD8_lumA	108	159
STAT2_STAT2_HUMAN.H11MO.0.A	2GAMBDQ_norm	184	21
STAT2_STAT2_HUMAN.H11MO.0.A	ANAB5F7_basal	74	243
STAT3_M08015_2.00	S6R691V_her2	15	18
STAT3_M08015_2.00	PU24GB8_lumB	16	3
STAT3_M08015_2.00	ANAB5F7_basal	17	56
STAT3_M08015_2.00	98JKPD8_lumA	25	36
STAT3_M08015_2.00	2GAMBDQ_norm	45	5
STAT3_M08016_2.00	S6R691V_her2	7	9
STAT3_M08016_2.00	ANAB5F7_basal	9	26
STAT3_M08016_2.00	98JKPD8_lumA	18	35
STAT3_M08016_2.00	2GAMBDQ_norm	35	4
STAT3_M08016_2.00	PU24GB8_lumB	10	5
STAT3_M08017_2.00	PU24GB8_lumB	13	5
STAT3_M08017_2.00	ANAB5F7_basal	12	40
STAT3_M08017_2.00	98JKPD8_lumA	23	41
STAT3_M08017_2.00	2GAMBDQ_norm	47	6
STAT3_M08017_2.00	S6R691V_her2	10	13
STAT3_M08018_2.00	S6R691V_her2	10	13
STAT3_M08018_2.00	PU24GB8_lumB	13	5
STAT3_M08018_2.00	ANAB5F7_basal	12	40
STAT3_M08018_2.00	98JKPD8_lumA	23	41
STAT3_M08018_2.00	2GAMBDQ_norm	47	6
STAT3_M08172_2.00	S6R691V_her2	13	9
STAT3_M08172_2.00	PU24GB8_lumB	10	6
STAT3_M08172_2.00	2GAMBDQ_norm	39	7
STAT3_M08172_2.00	98JKPD8_lumA	10	28
STAT3_M08172_2.00	ANAB5F7_basal	12	34
STAT3_MA0144.2	ANAB5F7_basal	13	33
STAT3_MA0144.2	S6R691V_her2	13	9
STAT3_MA0144.2	PU24GB8_lumB	10	6
STAT3_MA0144.2	2GAMBDQ_norm	38	7
STAT3_MA0144.2	98JKPD8_lumA	11	30
STAT3_STAT3_HUMAN.H11MO.0.A	S6R691V_her2	7	5
STAT3_STAT3_HUMAN.H11MO.0.A	PU24GB8_lumB	8	18
STAT3_STAT3_HUMAN.H11MO.0.A	ANAB5F7_basal	8	28
STAT3_STAT3_HUMAN.H11MO.0.A	98JKPD8_lumA	15	23
STAT3_STAT3_HUMAN.H11MO.0.A	2GAMBDQ_norm	37	1
STAT4_STAT4_HUMAN.H11MO.0.A	PU24GB8_lumB	8	8
STAT4_STAT4_HUMAN.H11MO.0.A	S6R691V_her2	16	9
STAT4_STAT4_HUMAN.H11MO.0.A	98JKPD8_lumA	14	23
STAT4_STAT4_HUMAN.H11MO.0.A	2GAMBDQ_norm	36	5
STAT4_STAT4_HUMAN.H11MO.0.A	ANAB5F7_basal	2	31
STAT6_STAT6_HUMAN.H11MO.0.B	2GAMBDQ_norm	29	0
STAT6_STAT6_HUMAN.H11MO.0.B	98JKPD8_lumA	18	32
STAT6_STAT6_HUMAN.H11MO.0.B	ANAB5F7_basal	9	26
STAT6_STAT6_HUMAN.H11MO.0.B	PU24GB8_lumB	12	2
STAT6_STAT6_HUMAN.H11MO.0.B	S6R691V_her2	10	18
STF1_STF1_HUMAN.H11MO.0.B	2GAMBDQ_norm	32	0
STF1_STF1_HUMAN.H11MO.0.B	98JKPD8_lumA	21	47
STF1_STF1_HUMAN.H11MO.0.B	ANAB5F7_basal	11	34
STF1_STF1_HUMAN.H11MO.0.B	PU24GB8_lumB	14	4
STF1_STF1_HUMAN.H11MO.0.B	S6R691V_her2	13	6
SUH_SUH_HUMAN.H11MO.0.A	PU24GB8_lumB	8	13
SUH_SUH_HUMAN.H11MO.0.A	S6R691V_her2	18	25
SUH_SUH_HUMAN.H11MO.0.A	98JKPD8_lumA	27	30
SUH_SUH_HUMAN.H11MO.0.A	2GAMBDQ_norm	42	5
SUH_SUH_HUMAN.H11MO.0.A	ANAB5F7_basal	18	40
TAF1_TAF1_HUMAN.H11MO.0.A	2GAMBDQ_norm	136	3
TAF1_TAF1_HUMAN.H11MO.0.A	98JKPD8_lumA	49	158
TAF1_TAF1_HUMAN.H11MO.0.A	ANAB5F7_basal	47	98
TAF1_TAF1_HUMAN.H11MO.0.A	PU24GB8_lumB	32	15
TAF1_TAF1_HUMAN.H11MO.0.A	S6R691V_her2	46	36
TAL1_TAL1_HUMAN.H11MO.0.A	S6R691V_her2	10	11
TAL1_TAL1_HUMAN.H11MO.0.A	PU24GB8_lumB	13	5
TAL1_TAL1_HUMAN.H11MO.0.A	ANAB5F7_basal	10	36
TAL1_TAL1_HUMAN.H11MO.0.A	2GAMBDQ_norm	27	1
TAL1_TAL1_HUMAN.H11MO.0.A	98JKPD8_lumA	15	22
TBP_M08231_2.00	2GAMBDQ_norm	19	0
TBP_M08231_2.00	98JKPD8_lumA	14	14
TBP_M08231_2.00	ANAB5F7_basal	6	15
TBP_M08231_2.00	PU24GB8_lumB	5	8
TBP_M08231_2.00	S6R691V_her2	6	13
TBP_TBP_HUMAN.H11MO.0.A	PU24GB8_lumB	4	1
TBP_TBP_HUMAN.H11MO.0.A	S6R691V_her2	5	3
TBP_TBP_HUMAN.H11MO.0.A	98JKPD8_lumA	3	13
TBP_TBP_HUMAN.H11MO.0.A	2GAMBDQ_norm	22	2
TBP_TBP_HUMAN.H11MO.0.A	ANAB5F7_basal	5	20
TBX21_TBX21_HUMAN.H11MO.0.A	S6R691V_her2	25	32
TBX21_TBX21_HUMAN.H11MO.0.A	PU24GB8_lumB	27	10
TBX21_TBX21_HUMAN.H11MO.0.A	98JKPD8_lumA	35	60
TBX21_TBX21_HUMAN.H11MO.0.A	2GAMBDQ_norm	84	5
TBX21_TBX21_HUMAN.H11MO.0.A	ANAB5F7_basal	30	94
TBX3_TBX3_HUMAN.H11MO.0.C	98JKPD8_lumA	31	45
TBX3_TBX3_HUMAN.H11MO.0.C	S6R691V_her2	19	27
TBX3_TBX3_HUMAN.H11MO.0.C	PU24GB8_lumB	16	11
TBX3_TBX3_HUMAN.H11MO.0.C	ANAB5F7_basal	26	78
TBX3_TBX3_HUMAN.H11MO.0.C	2GAMBDQ_norm	72	3
TCF12_M07805_2.00	98JKPD8_lumA	35	39
TCF12_M07805_2.00	ANAB5F7_basal	15	61
TCF12_M07805_2.00	PU24GB8_lumB	18	3
TCF12_M07805_2.00	S6R691V_her2	10	20
TCF12_M07805_2.00	2GAMBDQ_norm	47	2
TCF12_M07806_2.00	98JKPD8_lumA	17	25
TCF12_M07806_2.00	ANAB5F7_basal	12	35
TCF12_M07806_2.00	PU24GB8_lumB	8	2
TCF12_M07806_2.00	S6R691V_her2	9	12
TCF12_M07806_2.00	2GAMBDQ_norm	30	2
TCF12_MA1648.1	S6R691V_her2	13	20
TCF12_MA1648.1	2GAMBDQ_norm	52	3
TCF12_MA1648.1	98JKPD8_lumA	23	57
TCF12_MA1648.1	ANAB5F7_basal	14	24
TCF12_MA1648.1	PU24GB8_lumB	13	11
TCF3_MA0522.3	PU24GB8_lumB	14	12
TCF3_MA0522.3	ANAB5F7_basal	14	15
TCF3_MA0522.3	98JKPD8_lumA	22	58
TCF3_MA0522.3	2GAMBDQ_norm	48	1
TCF3_MA0522.3	S6R691V_her2	7	19
TCF4_MA0830.2	98JKPD8_lumA	44	89
TCF4_MA0830.2	PU24GB8_lumB	20	14
TCF4_MA0830.2	ANAB5F7_basal	23	41
TCF4_MA0830.2	2GAMBDQ_norm	74	2
TCF4_MA0830.2	S6R691V_her2	19	34
TCF7L2_M08167_2.00	S6R691V_her2	5	6
TCF7L2_M08167_2.00	PU24GB8_lumB	13	8
TCF7L2_M08167_2.00	98JKPD8_lumA	16	11
TCF7L2_M08167_2.00	2GAMBDQ_norm	38	11
TCF7L2_M08167_2.00	ANAB5F7_basal	6	42
TCF7L2_MA0523.1	2GAMBDQ_norm	36	12
TCF7L2_MA0523.1	98JKPD8_lumA	16	11
TCF7L2_MA0523.1	ANAB5F7_basal	7	40
TCF7L2_MA0523.1	PU24GB8_lumB	12	8
TCF7L2_MA0523.1	S6R691V_her2	5	5
TCF7_MA0769.2	2GAMBDQ_norm	22	5
TCF7_MA0769.2	98JKPD8_lumA	8	13
TCF7_MA0769.2	ANAB5F7_basal	1	18
TCF7_MA0769.2	PU24GB8_lumB	5	2
TCF7_MA0769.2	S6R691V_her2	6	4
TCF7_TCF7_HUMAN.H11MO.0.A	ANAB5F7_basal	12	49
TCF7_TCF7_HUMAN.H11MO.0.A	98JKPD8_lumA	24	36
TCF7_TCF7_HUMAN.H11MO.0.A	PU24GB8_lumB	16	9
TCF7_TCF7_HUMAN.H11MO.0.A	S6R691V_her2	11	16
TCF7_TCF7_HUMAN.H11MO.0.A	2GAMBDQ_norm	50	3
TEAD1_MA0090.3	S6R691V_her2	2	11
TEAD1_MA0090.3	PU24GB8_lumB	12	3
TEAD1_MA0090.3	98JKPD8_lumA	10	27
TEAD1_MA0090.3	2GAMBDQ_norm	38	2
TEAD1_MA0090.3	ANAB5F7_basal	9	28
TEAD1_TEAD1_HUMAN.H11MO.0.A	2GAMBDQ_norm	33	3
TEAD1_TEAD1_HUMAN.H11MO.0.A	98JKPD8_lumA	17	22
TEAD1_TEAD1_HUMAN.H11MO.0.A	ANAB5F7_basal	7	42
TEAD1_TEAD1_HUMAN.H11MO.0.A	PU24GB8_lumB	14	4
TEAD1_TEAD1_HUMAN.H11MO.0.A	S6R691V_her2	11	11
TEAD2_M08175_2.00	PU24GB8_lumB	15	4
TEAD2_M08175_2.00	2GAMBDQ_norm	32	3
TEAD2_M08175_2.00	98JKPD8_lumA	10	24
TEAD2_M08175_2.00	ANAB5F7_basal	12	34
TEAD2_M08175_2.00	S6R691V_her2	8	12
TEAD2_MA1121.1	PU24GB8_lumB	15	4
TEAD2_MA1121.1	ANAB5F7_basal	12	34
TEAD2_MA1121.1	98JKPD8_lumA	10	24
TEAD2_MA1121.1	2GAMBDQ_norm	31	3
TEAD2_MA1121.1	S6R691V_her2	9	12
TEAD4_MA0809.2	PU24GB8_lumB	12	3
TEAD4_MA0809.2	ANAB5F7_basal	7	32
TEAD4_MA0809.2	98JKPD8_lumA	8	21
TEAD4_MA0809.2	2GAMBDQ_norm	36	2
TEAD4_MA0809.2	S6R691V_her2	4	9
TEAD4_TEAD4_HUMAN.H11MO.0.A	2GAMBDQ_norm	29	3
TEAD4_TEAD4_HUMAN.H11MO.0.A	98JKPD8_lumA	17	18
TEAD4_TEAD4_HUMAN.H11MO.0.A	ANAB5F7_basal	10	44
TEAD4_TEAD4_HUMAN.H11MO.0.A	PU24GB8_lumB	15	1
TEAD4_TEAD4_HUMAN.H11MO.0.A	S6R691V_her2	9	14
TF65_TF65_HUMAN.H11MO.0.A	S6R691V_her2	14	11
TF65_TF65_HUMAN.H11MO.0.A	ANAB5F7_basal	13	37
TF65_TF65_HUMAN.H11MO.0.A	98JKPD8_lumA	17	27
TF65_TF65_HUMAN.H11MO.0.A	2GAMBDQ_norm	29	5
TF65_TF65_HUMAN.H11MO.0.A	PU24GB8_lumB	10	3
TF7L1_TF7L1_HUMAN.H11MO.0.B	98JKPD8_lumA	20	9
TF7L1_TF7L1_HUMAN.H11MO.0.B	ANAB5F7_basal	3	40
TF7L1_TF7L1_HUMAN.H11MO.0.B	PU24GB8_lumB	7	6
TF7L1_TF7L1_HUMAN.H11MO.0.B	S6R691V_her2	5	5
TF7L1_TF7L1_HUMAN.H11MO.0.B	2GAMBDQ_norm	31	6
TF7L2_TF7L2_HUMAN.H11MO.0.A	98JKPD8_lumA	17	9
TF7L2_TF7L2_HUMAN.H11MO.0.A	2GAMBDQ_norm	22	8
TF7L2_TF7L2_HUMAN.H11MO.0.A	PU24GB8_lumB	9	5
TF7L2_TF7L2_HUMAN.H11MO.0.A	S6R691V_her2	6	6
TF7L2_TF7L2_HUMAN.H11MO.0.A	ANAB5F7_basal	1	27
TFAP2A_M07784_2.00	2GAMBDQ_norm	68	0
TFAP2A_M07784_2.00	98JKPD8_lumA	38	58
TFAP2A_M07784_2.00	ANAB5F7_basal	24	80
TFAP2A_M07784_2.00	PU24GB8_lumB	18	12
TFAP2A_M07784_2.00	S6R691V_her2	27	25
TFAP2A_MA0003.4	S6R691V_her2	25	39
TFAP2A_MA0003.4	PU24GB8_lumB	18	13
TFAP2A_MA0003.4	2GAMBDQ_norm	73	4
TFAP2A_MA0003.4	98JKPD8_lumA	43	56
TFAP2A_MA0003.4	ANAB5F7_basal	19	66
TFAP2C_M07783_2.00	2GAMBDQ_norm	82	0
TFAP2C_M07783_2.00	98JKPD8_lumA	42	61
TFAP2C_M07783_2.00	ANAB5F7_basal	23	104
TFAP2C_M07783_2.00	PU24GB8_lumB	22	6
TFAP2C_M07783_2.00	S6R691V_her2	30	28
TFAP2C_MA0814.2	2GAMBDQ_norm	90	2
TFAP2C_MA0814.2	98JKPD8_lumA	34	87
TFAP2C_MA0814.2	ANAB5F7_basal	26	70
TFAP2C_MA0814.2	PU24GB8_lumB	25	14
TFAP2C_MA0814.2	S6R691V_her2	21	23
TFAP4_TFAP4_HUMAN.H11MO.0.A	S6R691V_her2	9	8
TFAP4_TFAP4_HUMAN.H11MO.0.A	ANAB5F7_basal	8	34
TFAP4_TFAP4_HUMAN.H11MO.0.A	98JKPD8_lumA	13	24
TFAP4_TFAP4_HUMAN.H11MO.0.A	2GAMBDQ_norm	27	2
TFAP4_TFAP4_HUMAN.H11MO.0.A	PU24GB8_lumB	12	1
TFDP1_M08108_2.00	S6R691V_her2	8	0
TFDP1_M08108_2.00	PU24GB8_lumB	5	24
TFDP1_M08108_2.00	ANAB5F7_basal	18	23
TFDP1_M08108_2.00	98JKPD8_lumA	13	9
TFDP1_M08108_2.00	2GAMBDQ_norm	26	14
TFDP1_MA1122.1	2GAMBDQ_norm	25	13
TFDP1_MA1122.1	98JKPD8_lumA	13	8
TFDP1_MA1122.1	PU24GB8_lumB	5	24
TFDP1_MA1122.1	S6R691V_her2	8	0
TFDP1_MA1122.1	ANAB5F7_basal	17	23
TFDP1_TFDP1_HUMAN.H11MO.0.C	98JKPD8_lumA	48	86
TFDP1_TFDP1_HUMAN.H11MO.0.C	S6R691V_her2	25	13
TFDP1_TFDP1_HUMAN.H11MO.0.C	PU24GB8_lumB	12	9
TFDP1_TFDP1_HUMAN.H11MO.0.C	ANAB5F7_basal	37	86
TFDP1_TFDP1_HUMAN.H11MO.0.C	2GAMBDQ_norm	72	0
TFE2_TFE2_HUMAN.H11MO.0.A	ANAB5F7_basal	13	60
TFE2_TFE2_HUMAN.H11MO.0.A	PU24GB8_lumB	14	4
TFE2_TFE2_HUMAN.H11MO.0.A	98JKPD8_lumA	29	47
TFE2_TFE2_HUMAN.H11MO.0.A	2GAMBDQ_norm	59	3
TFE2_TFE2_HUMAN.H11MO.0.A	S6R691V_her2	19	20
TFE3_TFE3_HUMAN.H11MO.0.B	PU24GB8_lumB	5	2
TFE3_TFE3_HUMAN.H11MO.0.B	2GAMBDQ_norm	23	0
TFE3_TFE3_HUMAN.H11MO.0.B	98JKPD8_lumA	5	14
TFE3_TFE3_HUMAN.H11MO.0.B	ANAB5F7_basal	4	17
TFE3_TFE3_HUMAN.H11MO.0.B	S6R691V_her2	4	8
TFEB_TFEB_HUMAN.H11MO.0.C	S6R691V_her2	4	3
TFEB_TFEB_HUMAN.H11MO.0.C	PU24GB8_lumB	4	2
TFEB_TFEB_HUMAN.H11MO.0.C	ANAB5F7_basal	1	10
TFEB_TFEB_HUMAN.H11MO.0.C	98JKPD8_lumA	9	14
TFEB_TFEB_HUMAN.H11MO.0.C	2GAMBDQ_norm	11	0
TGIF1_TGIF1_HUMAN.H11MO.0.A	2GAMBDQ_norm	10	1
TGIF1_TGIF1_HUMAN.H11MO.0.A	S6R691V_her2	6	3
TGIF1_TGIF1_HUMAN.H11MO.0.A	PU24GB8_lumB	2	0
TGIF1_TGIF1_HUMAN.H11MO.0.A	ANAB5F7_basal	1	15
TGIF1_TGIF1_HUMAN.H11MO.0.A	98JKPD8_lumA	6	6
THA11_THA11_HUMAN.H11MO.0.B	98JKPD8_lumA	49	105
THA11_THA11_HUMAN.H11MO.0.B	S6R691V_her2	24	26
THA11_THA11_HUMAN.H11MO.0.B	PU24GB8_lumB	27	9
THA11_THA11_HUMAN.H11MO.0.B	ANAB5F7_basal	25	54
THA11_THA11_HUMAN.H11MO.0.B	2GAMBDQ_norm	78	9
THAP1_M08020_2.00	98JKPD8_lumA	28	51
THAP1_M08020_2.00	ANAB5F7_basal	16	46
THAP1_M08020_2.00	PU24GB8_lumB	12	5
THAP1_M08020_2.00	S6R691V_her2	19	19
THAP1_M08020_2.00	2GAMBDQ_norm	49	3
THAP1_M08176_2.00	2GAMBDQ_norm	18	1
THAP1_M08176_2.00	PU24GB8_lumB	5	2
THAP1_M08176_2.00	98JKPD8_lumA	17	25
THAP1_M08176_2.00	ANAB5F7_basal	11	15
THAP1_M08176_2.00	S6R691V_her2	10	18
THAP1_THAP1_HUMAN.H11MO.0.C	S6R691V_her2	61	25
THAP1_THAP1_HUMAN.H11MO.0.C	PU24GB8_lumB	52	27
THAP1_THAP1_HUMAN.H11MO.0.C	ANAB5F7_basal	63	181
THAP1_THAP1_HUMAN.H11MO.0.C	98JKPD8_lumA	104	202
THAP1_THAP1_HUMAN.H11MO.0.C	2GAMBDQ_norm	155	0
THA_THA_HUMAN.H11MO.0.C	2GAMBDQ_norm	66	3
THA_THA_HUMAN.H11MO.0.C	98JKPD8_lumA	33	73
THA_THA_HUMAN.H11MO.0.C	S6R691V_her2	23	21
THA_THA_HUMAN.H11MO.0.C	PU24GB8_lumB	16	10
THA_THA_HUMAN.H11MO.0.C	ANAB5F7_basal	23	54
THB_THB_HUMAN.H11MO.0.C	PU24GB8_lumB	18	11
THB_THB_HUMAN.H11MO.0.C	ANAB5F7_basal	26	68
THB_THB_HUMAN.H11MO.0.C	98JKPD8_lumA	30	55
THB_THB_HUMAN.H11MO.0.C	2GAMBDQ_norm	58	3
THB_THB_HUMAN.H11MO.0.C	S6R691V_her2	31	26
TP73_M08035_2.00	S6R691V_her2	20	10
TP73_M08035_2.00	PU24GB8_lumB	20	16
TP73_M08035_2.00	2GAMBDQ_norm	68	1
TP73_M08035_2.00	98JKPD8_lumA	29	82
TP73_M08035_2.00	ANAB5F7_basal	24	52
TP73_M08036_2.00	S6R691V_her2	16	26
TP73_M08036_2.00	PU24GB8_lumB	19	10
TP73_M08036_2.00	ANAB5F7_basal	32	56
TP73_M08036_2.00	2GAMBDQ_norm	53	3
TP73_M08036_2.00	98JKPD8_lumA	26	51
TP73_M08037_2.00	98JKPD8_lumA	33	0
TP73_M08037_2.00	ANAB5F7_basal	22	0
TP73_M08037_2.00	PU24GB8_lumB	13	0
TP73_M08037_2.00	S6R691V_her2	18	144
TP73_M08037_2.00	2GAMBDQ_norm	58	0
TWIST1_M08052_2.00	PU24GB8_lumB	12	4
TWIST1_M08052_2.00	2GAMBDQ_norm	40	5
TWIST1_M08052_2.00	98JKPD8_lumA	22	45
TWIST1_M08052_2.00	ANAB5F7_basal	10	29
TWIST1_M08052_2.00	S6R691V_her2	15	16
TWIST1_MA1123.2	PU24GB8_lumB	11	4
TWIST1_MA1123.2	S6R691V_her2	15	15
TWIST1_MA1123.2	ANAB5F7_basal	10	28
TWIST1_MA1123.2	98JKPD8_lumA	22	45
TWIST1_MA1123.2	2GAMBDQ_norm	38	4
TWST1_TWST1_HUMAN.H11MO.0.A	98JKPD8_lumA	26	26
